,fpr,tpr,threshold,sampleSize,Accuracy
0,0.0,0.0,2.0,0.0,
1,0.0,0.2674591381872214,1.0,0.06396588486140725,1.0
2,0.00046707146193367583,0.3774145616641902,0.995,0.09061833688699361,0.9960784313725489
3,0.0009341429238673517,0.45170876671619614,0.99,0.10874200426439233,0.9934640522875817
4,0.0009341429238673517,0.5081723625557206,0.985,0.1222459132906894,0.9941860465116279
5,0.0009341429238673517,0.5616641901931649,0.98,0.13503909026297087,0.9947368421052631
6,0.0009341429238673517,0.5943536404160475,0.975,0.14285714285714288,0.9950248756218905
7,0.0009341429238673517,0.6210995542347697,0.97,0.1492537313432836,0.9952380952380951
8,0.0014012143858010276,0.6448736998514116,0.965,0.1552949538024165,0.9931350114416476
9,0.0014012143858010276,0.6731054977711739,0.96,0.16204690831556506,0.993421052631579
10,0.0014012143858010276,0.6968796433878157,0.955,0.1677327647476901,0.9936440677966102
11,0.0014012143858010276,0.7087667161961367,0.95,0.1705756929637527,0.99375
12,0.0014012143858010276,0.7355126300148589,0.94,0.1769722814498934,0.9939759036144579
13,0.0018682858477347033,0.7488855869242199,0.935,0.18052594171997158,0.9921259842519685
14,0.0018682858477347033,0.7592867756315007,0.93,0.1830135039090263,0.992233009708738
15,0.0018682858477347033,0.774145616641902,0.92,0.1865671641791045,0.9923809523809525
16,0.002335357309668379,0.7800891530460624,0.915,0.1883439943141436,0.9905660377358491
17,0.002335357309668379,0.7860326894502229,0.91,0.18976545842217485,0.9906367041198502
18,0.002335357309668379,0.799405646359584,0.895,0.19296375266524524,0.9907918968692448
19,0.002335357309668379,0.8068350668647846,0.89,0.1947405828002843,0.990875912408759
20,0.002335357309668379,0.8112927191679049,0.885,0.19580668088130776,0.9909255898366606
21,0.002335357309668379,0.8142644873699851,0.88,0.1965174129353234,0.9909584086799277
22,0.002335357309668379,0.8231797919762258,0.87,0.1986496090973703,0.9910554561717352
23,0.002335357309668379,0.826151560178306,0.865,0.19936034115138593,0.9910873440285205
24,0.002335357309668379,0.8306092124814265,0.86,0.2004264392324094,0.9911347517730497
25,0.002335357309668379,0.8335809806835067,0.85,0.20113717128642505,0.9911660777385158
26,0.002335357309668379,0.8350668647845468,0.845,0.20149253731343286,0.9911816578483245
27,0.002335357309668379,0.8395245170876672,0.84,0.20255863539445632,0.9912280701754386
28,0.002335357309668379,0.8424962852897474,0.835,0.20326936744847193,0.9912587412587412
29,0.0028024287716020553,0.8439821693907875,0.83,0.20398009950248758,0.9895470383275261
30,0.0028024287716020553,0.8528974739970282,0.815,0.20611229566453448,0.9896551724137931
31,0.0028024287716020553,0.8588410104011887,0.81,0.20753375977256575,0.9897260273972602
32,0.003269500233535731,0.861812778603269,0.795,0.2085998578535892,0.9880749574105623
33,0.003269500233535731,0.8647845468053492,0.79,0.20931058990760484,0.9881154499151105
34,0.003269500233535731,0.8692421991084696,0.785,0.2103766879886283,0.9881756756756758
35,0.003269500233535731,0.8781575037147102,0.735,0.2125088841506752,0.9882943143812709
36,0.003269500233535731,0.8811292719167905,0.725,0.21321961620469082,0.9883333333333334
37,0.003269500233535731,0.8826151560178306,0.72,0.21357498223169866,0.9883527454242929
38,0.003269500233535731,0.8855869242199108,0.715,0.21428571428571427,0.988391376451078
39,0.003269500233535731,0.8900445765230312,0.69,0.21535181236673773,0.9884488448844885
40,0.0037365716954694066,0.8900445765230312,0.675,0.21570717839374556,0.9868204283360791
41,0.0037365716954694066,0.8915304606240714,0.66,0.2160625444207534,0.9868421052631579
42,0.0037365716954694066,0.8945022288261516,0.645,0.21677327647476904,0.9868852459016393
43,0.0037365716954694066,0.8974739970282318,0.635,0.21748400852878466,0.9869281045751633
44,0.004203643157403083,0.8974739970282318,0.61,0.21783937455579247,0.9853181076672105
45,0.004203643157403083,0.9004457652303121,0.605,0.21855010660980811,0.9853658536585366
46,0.004670714619336758,0.9019316493313522,0.595,0.21926083866382373,0.9837925445705025
47,0.005137786081270434,0.9019316493313522,0.59,0.21961620469083157,0.9822006472491909
48,0.005137786081270434,0.9108469539375929,0.515,0.22174840085287847,0.9823717948717948
